"year","age","pred","actual"
2009,28,-7.71638650154571,-7.35404238161056
2009,29,-7.69509824655801,-7.48757377423508
2009,30,-7.6877057665629,-7.38579107992514
2009,31,-7.62706684815682,-7.40205160079692
2009,32,-7.55322280369566,-7.25024558792891
2009,33,-7.48699120319051,-7.19543735143392
2009,34,-7.35689862769111,-7.09408485717363
2009,35,-7.26519916540527,-6.99113688792119
2009,36,-7.16037883098708,-6.96963068270022
2009,37,-7.0711195255636,-6.86853456582886
2009,38,-6.96101131000208,-6.81244509917781
2009,39,-6.86843723952184,-6.67664355801875
2009,40,-6.78512483251617,-6.57845153183954
2009,41,-6.65770819367155,-6.4956456281553
2009,42,-6.54490793408768,-6.37712702791997
2009,43,-6.44237470009784,-6.30343931212881
2009,44,-6.35530278976855,-6.19480547112601
2009,45,-6.25430624237626,-6.11476276345248
2009,46,-6.1555314548918,-6.04909365994462
2009,47,-6.05124178899556,-5.89979735858216
2009,48,-5.94063573916139,-5.83960219779874
2009,49,-5.84681298327361,-5.73837391942582
2009,50,-5.79317479327556,-5.62128125314446
2009,51,-5.71313199967862,-5.51896403766366
2009,52,-5.61505712651223,-5.44218773696774
2009,53,-5.52028479210889,-5.36445716905258
2009,54,-5.40966319064776,-5.28441446137905
2009,55,-5.29301788923676,-5.19937741869313
2009,56,-5.21541787632677,-5.1361985170716
2009,57,-5.13389233030426,-5.05615580939807
2009,58,-5.07366458707557,-5.01464331549379
2009,59,-5.00510565416512,-4.9661400542097
2009,60,-4.92145896461915,-4.92675381011555
2009,61,-4.82443474187779,-4.8613535913805
2009,62,-4.79018479344913,-4.80362112471193
2009,63,-4.69095852592632,-4.72058103749942
2009,64,-4.58270739509757,-4.67237893568154
2009,65,-4.47832902935361,-4.58438764680556
2009,66,-4.40900853135789,-4.51899248974704
2009,67,-4.28424465205089,-4.48030120394222
2009,68,-4.17225194736652,-4.37883174377736
2009,69,-4.05964672540999,-4.33133352035836
2009,70,-3.98289504600656,-4.24122175808286
2009,71,-3.85905037991187,-4.17663980494893
2009,72,-3.77656185382533,-4.04727015483617
2009,73,-3.69863178564798,-3.97177300983392
2009,74,-3.58289634096371,-3.87955581529064
2009,75,-3.45025603179403,-3.76145014694877
2009,76,-3.34252718782537,-3.65004343032874
2009,77,-3.24822518308907,-3.5596071184098
2009,78,-3.10760188762503,-3.45112319043188
2009,79,-2.97120382434812,-3.31814382652687
2009,80,-2.85281715069057,-3.19077439475733
2009,81,-2.76453915566121,-3.05782046586741
2009,82,-2.60125097191149,-2.93388487022791
2009,83,-2.44720273219952,-2.81909349989553
2009,84,-2.34942969907572,-2.68971924441749
2009,85,-2.27834941650886,-2.5504056320207
2009,86,-2.16506200016071,-2.42962332616477
2009,87,-2.06869154704465,-2.29968928988202
2009,88,-1.97626062077223,-2.17304917164501
2009,89,-1.91310312230235,-2.05697579696417
2009,90,-1.78702339496687,-1.93912323236634
2009,91,-1.66773908176581,-1.84174835157313
2009,92,-1.569601628561,-1.72109599397698
2009,93,-1.48456901300499,-1.56949630534115
2009,94,-1.39335379212278,-1.4943251053336
2009,95,-1.27777198694466,-1.38685451797845
2009,96,-1.18377143049935,-1.2833768271132
2009,97,-1.11678548042653,-1.18332086459508
2009,98,-1.02078994268981,-1.0870197426323
2009,99,-0.956647343856969,-0.994765918750599
2009,100,-0.849110476386979,-0.9068355731034
2010,0,-5.55647736377383,-5.62682143352007
2010,1,-8.42589140865385,-8.14562963498375
2010,2,-8.89254444149582,-8.67971212091401
2010,3,-9.22514831713497,-8.94797610750869
2010,4,-9.44714865743851,-9.31570088763401
2010,5,-9.43905853164033,-9.31570088763401
2010,6,-9.66407801943093,-9.21034037197618
2010,7,-9.74670313016384,-9.43348392329039
2010,8,-9.74702207061873,-9.43348392329039
2010,9,-9.87598071659409,-9.43348392329039
2010,10,-9.82392753529634,-9.31570088763401
2010,11,-9.77922980891347,-9.43348392329039
2010,12,-9.71331700309517,-9.21034037197618
2010,13,-9.48042749923532,-9.31570088763401
2010,14,-9.06362946576252,-9.02801881518223
2010,15,-8.75261092036109,-8.51719319141624
2010,16,-8.54711968433499,-8.2170885989659
2010,17,-8.21422223187859,-8.2170885989659
2010,18,-8.05416660001537,-7.92940652651412
2010,19,-7.93547250157749,-7.72873583105197
2010,20,-7.85845129708215,-7.70626297519991
2010,21,-7.77496877878267,-7.75172534927667
2010,22,-7.82683333624649,-7.60090245954208
2010,23,-7.77232396360281,-7.54263355141811
2010,24,-7.75181935755729,-7.5616817463888
2010,25,-7.71581407048248,-7.5810998322459
2010,26,-7.73543459341149,-7.54263355141811
2010,27,-7.75685724652505,-7.48757377423508
2010,28,-7.71449166289255,-7.3697907385787
2010,29,-7.7555752166801,-7.41858090274813
2010,30,-7.70833048546712,-7.40205160079692
2010,31,-7.65356018804544,-7.40205160079692
2010,32,-7.54513982053108,-7.30823284557926
2010,33,-7.47249369776018,-7.20886037176606
2010,34,-7.34856346583047,-7.1821921246839
2010,35,-7.24292478967839,-7.11847631029779
2010,36,-7.17571566874796,-6.94857727350239
2010,37,-7.08206524711648,-6.89780494812897
2010,38,-6.98048664797083,-6.80339526365789
2010,39,-6.8804374470211,-6.71713491937349
2010,40,-6.78852487187189,-6.68461172766793
2010,41,-6.68034888446385,-6.48904494412395
2010,42,-6.53909186247895,-6.45667965962192
2010,43,-6.44812043863093,-6.37712702791997
2010,44,-6.36471525027264,-6.23992590640648
2010,45,-6.26827227756046,-6.17059121300542
2010,46,-6.18283107420963,-6.06188701140453
2010,47,-6.07142581469582,-5.94458096120913
2010,48,-5.98172822124093,-5.85344324921061
2010,49,-5.86713716493702,-5.7603528261446
2010,50,-5.80932534463531,-5.6578535427678
2010,51,-5.73532029938237,-5.54166362517977
2010,52,-5.64476351270251,-5.47267075369281
2010,53,-5.53300183668373,-5.35594647938467
2010,54,-5.42066160734436,-5.3063495382453
2010,55,-5.30021565958259,-5.22879130389943
2010,56,-5.22993535197754,-5.143024482142
2010,57,-5.13305820918086,-5.08967850143671
2010,58,-5.08125946598367,-5.02981811351303
2010,59,-5.01111614388706,-4.98204783724434
