"year","age","pred","actual"
2001,0,-5.47951078144768,-5.33913936106829
2001,1,-7.70053381639482,-7.77525584668686
2001,2,-8.17169703312548,-8.2170885989659
2001,3,-8.30899001732337,-8.33487163462228
2001,4,-8.45372886572854,-8.94797610750869
2001,5,-8.58455466963919,-9.21034037197618
2001,6,-8.71039819849439,-9.02801881518223
2001,7,-8.73630322617339,-8.46840302724681
2001,8,-8.71471931252867,-8.94797610750869
2001,9,-8.76113179708383,-8.74033674273045
2001,10,-8.82833263640564,-8.80487526386802
2001,11,-8.89437421459207,-9.02801881518223
2001,12,-8.89373407314094,-8.87386813535497
2001,13,-8.82188249470927,-8.67971212091401
2001,14,-8.70245725971705,-8.33487163462228
2001,15,-8.50560707545,-8.25482892694875
2001,16,-8.34096747139474,-8.0471895621705
2001,17,-8.19834937021497,-7.95757740348081
2001,18,-8.01204193347401,-7.6211051668596
2001,19,-7.97312165172373,-7.60090245954208
2001,20,-7.97854247144495,-7.68428406848113
2001,21,-7.97885314705967,-7.54263355141811
2001,22,-7.98746066098984,-7.64172445406234
2001,23,-8.00111000542391,-7.64172445406234
2001,24,-7.99152205594284,-7.82404601085629
2001,25,-7.98030827456723,-7.70626297519991
2001,26,-7.95402282451839,-7.84936381884058
2001,27,-7.90168855382279,-7.26443022292087
2001,28,-7.81101012868293,-7.33853819507459
2001,29,-7.70270552015365,-7.48757377423508
2001,30,-7.66893551077995,-7.5810998322459
2001,31,-7.62732090232491,-7.19543735143392
2001,32,-7.54454408388814,-7.48757377423508
2001,33,-7.49068016175485,-7.08210866612691
2001,34,-7.39904343530829,-7.00206595845338
2001,35,-7.28932557917236,-6.78553764625789
2001,36,-7.20247988154175,-6.95904857336969
2001,37,-7.09025353080889,-6.67664355801875
2001,38,-6.99069051558836,-6.63772814176908
2001,39,-6.86937479320615,-6.46306945772069
2001,40,-6.78696008463502,-6.57128304236092
2001,41,-6.6972155972093,-6.46306945772069
2001,42,-6.56024746091199,-6.19480547112601
2001,43,-6.45473049323929,-6.13764705728606
2001,44,-6.35398234051876,-6.10575369351011
2001,45,-6.27562377200811,-5.85344324921061
2001,46,-6.13757774578974,-5.83960219779874
2001,47,-5.98406147526325,-5.77313255279099
2001,48,-5.86760923551795,-5.52647345968579
2001,49,-5.8081815566062,-5.66360068502337
2001,50,-5.67949270250619,-5.37952742197358
