"year","age","pred","actual"
1951,0,-3.35045272374769,-3.22766433090128
1951,1,-5.64495317508664,-5.72296529407298
1951,2,-6.33428819629036,-6.39493165255347
1951,3,-6.57781937443364,-6.55008083471032
1951,4,-6.82206115532337,-6.82157758274108
1951,5,-6.94515297163458,-6.94857727350239
1951,6,-7.02895847413863,-7.02428909523809
1951,7,-7.14044346766621,-7.05857816871672
1951,8,-7.11698543985163,-7.1821921246839
1951,9,-7.23334593925117,-7.26443022292087
1951,10,-7.35261408048745,-7.33853819507459
1951,11,-7.3152030535978,-7.3697907385787
1951,12,-7.32238965250189,-7.41858090274813
1951,13,-7.1834396693993,-7.3697907385787
1951,14,-7.1737812347731,-7.22246602382184
1951,15,-7.01895480956916,-7.04701734631564
1951,16,-6.98168491609527,-6.91780561483564
1951,17,-6.7852988352398,-6.74224084050456
1951,18,-6.77788479543413,-6.70074110959781
1951,19,-6.64759237359439,-6.67664355801875
1951,20,-6.65710727366922,-6.53619172254965
1951,21,-6.64349096716633,-6.55008083471032
1951,22,-6.6465786941744,-6.60027057923418
1951,23,-6.605097875809,-6.61508566501932
1951,24,-6.6636363616033,-6.48248754357779
1951,25,-6.62337905523159,-6.55709840736897
1951,26,-6.67769207592424,-6.55709840736897
1951,27,-6.62030546824437,-6.55008083471032
1951,28,-6.60615851076995,-6.6076506865318
1951,29,-6.57972894423191,-6.41917526416347
1951,30,-6.55599211789282,-6.38302675004716
1951,31,-6.47814436644224,-6.37712702791997
1951,32,-6.3882447817402,-6.39493165255347
1951,33,-6.32338904153187,-6.40697999106965
1951,34,-6.28633351611008,-6.17538738526891
1951,35,-6.17084849743608,-6.23481080573971
1951,36,-6.15128817971131,-6.14228743684257
1951,37,-6.0449574905802,-6.08797544748883
1951,38,-6.00980913382106,-5.97559119795169
1951,39,-5.90378732410789,-5.95996588004861
1951,40,-5.83187871490974,-5.82256601064617
1951,41,-5.7122946909433,-5.80581520022135
1951,42,-5.60182644495344,-5.60756361691566
1951,43,-5.49707797079803,-5.53657455567229
1951,44,-5.42818612171081,-5.5727542122498
1951,45,-5.3313506566821,-5.36873983084458
1951,46,-5.24450778431973,-5.31852007386556
1951,47,-5.14703365056579,-5.20665017802221
1951,48,-5.12729344776433,-5.12100835157763
1951,49,-5.04896844559788,-5.07837894618278
1951,50,-4.95961108400708,-4.88356221153278
1951,51,-4.9021461309404,-4.81219435542242
1951,52,-4.79625900159102,-4.79754207863555
1951,53,-4.68559921501198,-4.75599307572268
1951,54,-4.58144195380425,-4.63872696951693
1951,55,-4.51322549080774,-4.53844655394518
1951,56,-4.40117903173486,-4.40386332928306
1951,57,-4.28456771371058,-4.32905474990778
1951,58,-4.21213985893508,-4.23567773833874
1951,59,-4.13093558668365,-4.16305176023189
1951,60,-4.11224608080961,-4.05185995061595
1951,61,-4.06100271190969,-4.05531617525462
1951,62,-3.90532735186843,-3.85234000326697
1951,63,-3.84535845622803,-3.80227214146903
1951,64,-3.76103397493947,-3.70989882133801
1951,65,-3.70455579690167,-3.58524041935445
1951,66,-3.66787191391494,-3.65621867187439
1951,67,-3.61371389986606,-3.51593505913258
1951,68,-3.44648254107842,-3.43485758315479
1951,69,-3.36903938097943,-3.28288115484411
1951,70,-3.29578993763337,-3.22665601218716
1951,71,-3.24840232564816,-3.18519929850882
1951,72,-3.11847394264736,-3.04723611642111
1951,73,-3.00954522477778,-2.9044301151472
1951,74,-2.91992590596091,-2.82110692339451
1951,75,-2.85199497800829,-2.67800607975383
1951,76,-2.76374403970071,-2.57505019964097
1951,77,-2.6933384747011,-2.54542127765399
1951,78,-2.56444017888034,-2.40063903346943
1951,79,-2.50130872083844,-2.35630237550003
1951,80,-2.38217157488976,-2.29968928988202
1951,81,-2.31916390872861,-2.24733961876807
1951,82,-2.19295515159264,-2.1300613786802
1951,83,-2.10384153861616,-1.96547020577411
1951,84,-1.99844769256526,-1.85963154047489
1951,85,-1.90753002636126,-1.83389482583084
1951,86,-1.77758216748268,-1.66410531377641
1951,87,-1.67112381797455,-1.63860928973438
1951,88,-1.60150582545758,-1.57421556672434
1951,89,-1.53921716601753,-1.50977358932116
1951,90,-1.4272175290892,-1.35817348540324
1951,91,-1.43829450127983,-1.40608898844807
1951,92,-1.35913519619623,-1.27837312690219
1951,93,-1.34697157674212,-1.17499669608942
1951,94,-1.20470242383719,-1.10863232195044
1951,95,-1.21099580029146,-1.03049580109338
1951,96,-1.17634314464097,-0.963827931331817
1951,97,-1.13378488336529,-0.89982700584349
1951,98,-1.08264256225594,-0.83854296325223
1951,99,-1.0582681010139,-0.780034928828284
1951,100,-0.987583203904079,-0.724287032001341
1952,0,-3.42623029610645,-3.18907433363141
1952,1,-5.67487125818629,-5.70178447199353
1952,2,-6.38613364994645,-6.38302675004716
1952,3,-6.64232681658096,-6.52931884326189
1952,4,-6.84872776730545,-6.77672701657573
1952,5,-6.93233344196754,-6.83079423784601
1952,6,-7.0284950549644,-7.04701734631564
1952,7,-7.14483807943249,-7.16912004311654
1952,8,-7.17597587272778,-7.23625934595417
1952,9,-7.21436763012088,-7.26443022292087
1952,10,-7.3894280249868,-7.3697907385787
1952,11,-7.35423884892216,-7.27881896037297
1952,12,-7.41198375939478,-7.29341775979412
1952,13,-7.29046308615616,-7.30823284557926
1952,14,-7.22910339940735,-7.33853819507459
1952,15,-6.99617710351296,-7.23625934595417
1952,16,-6.90914847663127,-6.94857727350239
1952,17,-6.78751308246868,-6.81244509917781
1952,18,-6.76981030993714,-6.72543372218818
1952,19,-6.67735645052344,-6.75933527386386
