"epoch","loss_rnn","loss_lstm","loss_cnn","loss_trans"
1,0.312921553850174,0.353288173675537,0.219417423009872,0.632583439350128
2,0.145260229706764,0.17508926987648,0.0225514303892851,0.173544064164162
3,0.0758813172578812,0.119788311421871,0.0170154757797718,0.114940159022808
4,0.0462866313755512,0.0744585245847702,0.0135307088494301,0.0738937854766846
5,0.0314465314149857,0.0641750618815422,0.0114021878689528,0.0610467158257961
6,0.0230377241969109,0.0489961728453636,0.0107668051496148,0.0496348217129707
7,0.0195963364094496,0.050687164068222,0.0101139256730676,0.0410386472940445
8,0.0177619811147451,0.0410567708313465,0.00986198056489229,0.0339382775127888
9,0.0155019192025065,0.0379165299236774,0.00941429566591978,0.0309524871408939
10,0.0150643195956945,0.044081125408411,0.00911578256636858,0.0269833244383335
11,0.013959851115942,0.0391425602138042,0.00848013814538717,0.0252262242138386
12,0.0130191948264837,0.0505135990679264,0.00819872785359621,0.0224170908331871
13,0.0124505944550037,0.0319877937436104,0.00848347693681717,0.0226965807378292
14,0.0130339413881302,0.0416699796915054,0.00876005738973618,0.0189326256513596
15,0.0108824875205755,0.035414095968008,0.00833527743816376,0.018571188673377
16,0.0116781238466501,0.0435072593390942,0.0075175785459578,0.0175258237868547
17,0.0120431305840611,0.0532053895294666,0.00716148596256971,0.0168589763343334
18,0.011872261762619,0.0393131040036678,0.00791084486991167,0.0155830625444651
19,0.0102730458602309,0.0445419996976852,0.00830958038568497,0.0156218139454722
20,0.0120518440380692,0.0388664864003658,0.00840709824115038,0.0144898593425751
21,0.0096812266856432,0.0401574075222015,0.00841707177460194,0.0140785584226251
22,0.00983262062072754,0.0352029241621494,0.00737683894112706,0.0142487781122327
23,0.0103740096092224,0.0401265770196915,0.00767003372311592,0.0130307516083121
24,0.010783632285893,0.0351233892142773,0.00729523552581668,0.0125338826328516
25,0.00882980972528458,0.0340374112129211,0.00772562064230442,0.0125318877398968
26,0.0102525884285569,0.0374363511800766,0.00825119111686945,0.0126689029857516
27,0.0102498382329941,0.034887608140707,0.00759375607594848,0.0116207981482148
28,0.00941312778741121,0.0390946567058563,0.00716439355164766,0.012522030621767
29,0.00991290528327227,0.0407969802618027,0.00695929862558842,0.0115451514720917
30,0.00904917251318693,0.0413286350667477,0.00717510795220733,0.0114542879164219
31,0.00931981205940247,0.0402904339134693,0.0065165557898581,0.0112046645954251
32,0.00885703787207603,0.0404667071998119,0.00758336717262864,0.0108669707551599
33,0.00949222408235073,0.0350841991603374,0.00699333706870675,0.0108232283964753
34,0.00999456457793713,0.0340906456112862,0.00687962584197521,0.0102598769590259
35,0.00891453307121992,0.0414419546723366,0.00694204028695822,0.0105985561385751
36,0.00919201876968145,0.0337625034153461,0.00696584023535252,0.0109780170023441
37,0.00865157973021269,0.0311552807688713,0.00666203862056136,0.0113074630498886
38,0.0086798369884491,0.032249927520752,0.00664709275588393,0.0106951529160142
39,0.00857728905975819,0.0371170565485954,0.0068456344306469,0.0101125864312053
40,0.00802714470773935,0.0370109081268311,0.00658450508490205,0.00962923374027014
41,0.0076882541179657,0.035601194947958,0.00648235715925694,0.0098437387496233
42,0.00821823347359896,0.040134247392416,0.00607748329639435,0.0103352461010218
43,0.00891817174851894,0.0358510836958885,0.00594139844179153,0.0100589049980044
44,0.00747986137866974,0.0327215865254402,0.0071484912186861,0.0101670948788524
45,0.00943803880363703,0.0351134762167931,0.00632080249488354,0.0100529594346881
46,0.00846456736326218,0.0381408743560314,0.00619749398902059,0.010237718001008
