"epoch","loss_rnn","loss_lstm","loss_cnn","loss_trans"
1,0.333311975002289,0.327901482582092,0.361858576536179,0.837415277957916
2,0.145607486367226,0.16715233027935,0.0288136582821608,0.221843868494034
3,0.0801940113306046,0.100181065499783,0.0195596497505903,0.125101134181023
4,0.0487388297915459,0.0741596147418022,0.0173462722450495,0.0950505062937737
5,0.0330016799271107,0.0553668811917305,0.0139814708381891,0.0702215358614922
6,0.0240120850503445,0.0491167493164539,0.0123883504420519,0.0569292046129704
7,0.0214039534330368,0.0429214611649513,0.0121242273598909,0.0497313924133778
8,0.0182046182453632,0.0495396815240383,0.0110796764492989,0.0441429801285267
9,0.0161366239190102,0.0372489467263222,0.0110485460609198,0.0402388349175453
10,0.0161157567054033,0.0398995578289032,0.00994333997368813,0.0350928194820881
11,0.0149055356159806,0.0422892011702061,0.0101806214079261,0.0319284684956074
12,0.0144251193851233,0.0340231359004974,0.00916614476591349,0.0278195012360811
13,0.0133123127743602,0.0388919487595558,0.00929170474410057,0.0264340210705996
14,0.0135758761316538,0.0378291383385658,0.00887837912887335,0.024846451357007
15,0.0124226324260235,0.0354975461959839,0.00945134274661541,0.0230290349572897
16,0.0126194674521685,0.0388040617108345,0.0100100180134177,0.0214348416775465
17,0.0132600208744407,0.0376980155706406,0.00900177657604218,0.0192853752523661
18,0.0133180813863873,0.0384954139590263,0.00839159451425076,0.0198845323175192
19,0.0116607546806335,0.0346270836889744,0.00907126814126968,0.0188787952065468
20,0.0129922730848193,0.0386169217526913,0.00846865586936474,0.0172884669154882
21,0.0111255189403892,0.0362487807869911,0.00886103603988886,0.0151890339329839
22,0.0111628426238894,0.0339925214648247,0.00872396863996983,0.0159479398280382
23,0.0114179104566574,0.03622842207551,0.00807924848049879,0.0146749094128609
24,0.011268331669271,0.0343644246459007,0.00924019608646631,0.0142978951334953
25,0.00964384060353041,0.0388271808624268,0.00831177271902561,0.014229467138648
26,0.011166418902576,0.0321534536778927,0.00803724490106106,0.0150967240333557
27,0.0105184419080615,0.0383832491934299,0.00823061168193817,0.0134064657613635
28,0.0101537341251969,0.0326689891517162,0.0088252117857337,0.0132974768057466
29,0.0113090230152011,0.0414927005767822,0.00753223244100809,0.0120152980089188
30,0.00958247296512127,0.0444908551871777,0.00792578142136335,0.0125177092850208
31,0.0102205416187644,0.0301617402583361,0.00801695510745049,0.0124936671927571
32,0.00939582567662001,0.0363045074045658,0.00795147195458412,0.0117067331448197
33,0.0106808124110103,0.0383751504123211,0.00799062475562096,0.011056138202548
34,0.0104109477251768,0.0374240577220917,0.00803113635629416,0.0116338096559048
35,0.00977432355284691,0.0393317937850952,0.00840437784790993,0.0113444989547133
36,0.00965969543904066,0.0379729829728603,0.00808207783848047,0.0109599251300097
37,0.00952020846307278,0.040133997797966,0.00815554335713387,0.011087404564023
38,0.00937606859952211,0.0359018445014954,0.00776151055470109,0.0110618844628334
39,0.00887050572782755,0.0380968041718006,0.00782819837331772,0.0107825733721256
40,0.00899053178727627,0.0370635241270065,0.00782920327037573,0.0110004916787148
41,0.00830843206495047,0.0452627614140511,0.00755242398008704,0.0104825459420681
42,0.00841462053358555,0.0376455821096897,0.00755461072549224,0.0105376420542598
43,0.00978492386639118,0.0345433503389359,0.00744470255449414,0.0105597376823425
44,0.00816502515226603,0.0401459708809853,0.0084008052945137,0.0102742416784167
45,0.0106775825843215,0.0373119972646236,0.00791571475565434,0.00978916883468628
46,0.00935426540672779,0.0374478809535503,0.00779129192233086,0.00975658185780048
47,0.00914622098207474,0.0338307730853558,0.00821343623101711,0.0104596018791199
48,0.00913322437554598,0.0398387350142002,0.00856173876672983,0.00975323654711246
49,0.00860978756099939,0.0353294536471367,0.00850802846252918,0.00923240091651678
50,0.00933863595128059,0.0331558361649513,0.00819436646997929,0.00981212221086025
51,0.00881151668727398,0.0381388328969479,0.00706048170104623,0.0102953668683767
52,0.00891105085611343,0.0371271371841431,0.00778064085170627,0.00982287153601646
53,0.00983049441128969,0.0361121408641338,0.00763893639668822,0.00963499676436186
54,0.0077865426428616,0.0380688831210136,0.0077964011579752,0.00964335724711418
55,0.00839528162032366,0.0361467748880386,0.00759604480117559,0.00965074729174376
