"epoch","loss_rnn","loss_lstm","loss_cnn","loss_trans"
1,0.348578870296478,0.347552806138992,0.233236655592918,0.748587250709534
2,0.115968510508537,0.174360319972038,0.0200385004281998,0.208315208554268
3,0.0713440254330635,0.123784013092518,0.0140966176986694,0.124951750040054
4,0.0426279157400131,0.0718695297837257,0.011474302969873,0.0865388661623001
5,0.030700571835041,0.063090406358242,0.010744703002274,0.0712412297725677
6,0.0220202207565308,0.0482311993837357,0.00974111631512642,0.0558822974562645
7,0.0198710653930902,0.0498789586126804,0.00957687757909298,0.0462476015090942
8,0.0174543000757694,0.0406029485166073,0.00864233076572418,0.0415874496102333
9,0.0155212674289942,0.0384375527501106,0.00904665980488062,0.0358433090150356
10,0.0154791921377182,0.043163139373064,0.00859838537871838,0.0306736622005701
11,0.0139523586258292,0.0400524623692036,0.00868660490959883,0.0270531494170427
12,0.0138469533994794,0.0508017241954803,0.00790123734623194,0.0245578698813915
13,0.0129675734788179,0.0325872004032135,0.00795771274715662,0.0243884976953268
14,0.0128840412944555,0.0419629141688347,0.00778647605329752,0.0200661830604076
15,0.0113693801686168,0.0365008004009724,0.00826215464621782,0.020306533202529
16,0.012469126842916,0.0448446534574032,0.00737747503444552,0.0187463965266943
17,0.012124695815146,0.0524994544684887,0.00854186434298754,0.018809026107192
18,0.0121108684688807,0.0386629849672318,0.00762273045256734,0.0163395125418901
19,0.0104371784254909,0.0457461960613728,0.00763800973072648,0.0162056162953377
20,0.0126671381294727,0.0387668609619141,0.00717507675290108,0.0151777863502502
21,0.0104578556492925,0.0401341654360294,0.00794190727174282,0.0150331612676382
22,0.00989279523491859,0.0350607596337795,0.00735558476299047,0.0145250391215086
23,0.0110946344211698,0.0403486602008343,0.00729298871010542,0.0137776620686054
24,0.0110793747007847,0.0360455177724361,0.00708590494468808,0.0130859557539225
25,0.00917941797524691,0.0348342731595039,0.00745579181239009,0.0129723530262709
26,0.0104429069906473,0.0376536510884762,0.00781862996518612,0.0131249213591218
27,0.0102242678403854,0.0347994528710842,0.00693806540220976,0.0122296595945954
28,0.00930406432598829,0.0390761196613312,0.00744386669248343,0.0122768050059676
29,0.0108977360650897,0.0421072877943516,0.00706814229488373,0.0118893980979919
30,0.00933266617357731,0.0414742268621922,0.00694571388885379,0.0115310717374086
31,0.00934508536010981,0.04073740914464,0.00676968181505799,0.0108477650210261
32,0.00880277622491121,0.0401512086391449,0.00645750807598233,0.0107583738863468
33,0.00968364160507917,0.0353024713695049,0.0065310406498611,0.0109627824276686
