"epoch","loss_rnn","loss_lstm","loss_cnn","loss_trans"
1,0.352584004402161,0.420618385076523,0.286238938570023,0.398584246635437
2,0.125531524419785,0.178103640675545,0.0311862826347351,0.139478102326393
3,0.0703208968043327,0.115110360085964,0.0197831857949495,0.0843009278178215
4,0.0433903187513351,0.0764153525233269,0.0172855369746685,0.0638538226485252
5,0.0326042659580708,0.0640218630433083,0.0168364681303501,0.0475265495479107
6,0.0240180511027575,0.0501374565064907,0.0136569021269679,0.0391493998467922
7,0.021901773288846,0.0526608787477016,0.0130469612777233,0.0340133793652058
8,0.0196851622313261,0.0435282401740551,0.012378703802824,0.0301346033811569
9,0.0182002689689398,0.0412969142198563,0.0117075834423304,0.0264041107147932
10,0.0183136276900768,0.0461037643253803,0.0120648965239525,0.0254709981381893
11,0.0171719752252102,0.0426215119659901,0.0115011101588607,0.0216456949710846
12,0.0162560231983662,0.053712859749794,0.0123820016160607,0.0212114062160254
13,0.0155271850526333,0.0354236103594303,0.0116761103272438,0.0198304634541273
14,0.0149674396961927,0.0457595773041248,0.0114990761503577,0.0194829739630222
15,0.0138769578188658,0.0385681912302971,0.0120202014222741,0.0190868303179741
16,0.015087865293026,0.0462813265621662,0.011624900624156,0.0183563567698002
17,0.0156920291483402,0.0563777983188629,0.0107854316011071,0.0172790754586458
18,0.0151078142225742,0.0415636710822582,0.0107640856876969,0.0174895767122507
19,0.0130209261551499,0.0474704429507256,0.0105688255280256,0.0155243631452322
20,0.0157453194260597,0.042211402207613,0.0104805724695325,0.0156374759972095
21,0.0127263404428959,0.0429512560367584,0.0107174618169665,0.0158987827599049
22,0.0128016676753759,0.0367918573319912,0.0106291500851512,0.0159158986061811
23,0.0135925877839327,0.0423567891120911,0.00987532921135426,0.0151174953207374
24,0.0142858754843473,0.0386825576424599,0.01033566147089,0.0146501278504729
25,0.0120951225981116,0.0372495129704475,0.011088278144598,0.0138427661731839
26,0.0130284000188112,0.0406786054372787,0.0101702688261867,0.0153228575363755
27,0.0129138398915529,0.0371450521051884,0.0101171052083373,0.0145156169310212
28,0.0119681963697076,0.0415104627609253,0.0111908689141273,0.0139990821480751
29,0.0129833137616515,0.043749425560236,0.00948656350374222,0.0138130746781826
30,0.011969655752182,0.0438076481223106,0.00976199470460415,0.0134431654587388
31,0.0123192239552736,0.0431769303977489,0.00957010220736265,0.0143074654042721
32,0.0111917555332184,0.0424584224820137,0.00956957787275314,0.0140018938109279
33,0.0131267812103033,0.0373910926282406,0.00959804467856884,0.012658504769206
34,0.0135826244950294,0.0367466621100903,0.00970662664622068,0.0145783666521311
35,0.0115487137809396,0.0433131232857704,0.0100785782560706,0.0134156541898847
36,0.0124406237155199,0.0357291921973228,0.0109210284426808,0.0135930730029941
37,0.0121762407943606,0.0339057669043541,0.00948186032474041,0.0134044326841831
38,0.0117377154529095,0.0343876928091049,0.0094200037419796,0.0125716459006071
39,0.0109862862154841,0.0392072163522243,0.00954070128500462,0.0136232599616051
40,0.0119849089533091,0.0391899682581425,0.00984854809939861,0.0127728758379817
41,0.0108514586463571,0.0382887646555901,0.00891158450394869,0.0133335152640939
42,0.0112590370699763,0.0428925715386868,0.0107978358864784,0.0128780007362366
43,0.012155719101429,0.0380337499082088,0.00921787694096565,0.0122116254642606
44,0.0104428203776479,0.0345383137464523,0.00906647555530071,0.0134890461340547
45,0.0132147697731853,0.0369698069989681,0.00963002722710371,0.0125553663820028
46,0.0117439674213529,0.040809765458107,0.0093111377209425,0.0128286816179752
47,0.0126011846587062,0.0371936336159706,0.0092966053634882,0.0136294523254037
48,0.0105987964197993,0.0369069240987301,0.00924594886600971,0.0125404829159379
49,0.0102198300883174,0.0392306260764599,0.00921537447720766,0.0130243571475148
50,0.0113594001159072,0.039272990077734,0.00969987921416759,0.0122599769383669
51,0.011089900508523,0.0397704243659973,0.00937311723828316,0.012807060033083
52,0.010630764067173,0.0421157777309418,0.00920039787888527,0.0125957764685154
53,0.0126241417601705,0.038383461534977,0.00972894392907619,0.0123349465429783
54,0.00970507878810167,0.0327508077025414,0.010319396853447,0.0124127715826035
55,0.0109297018498182,0.0354129448533058,0.00928924046456814,0.0117751313373446
56,0.0106819123029709,0.0397702306509018,0.00916881300508976,0.0126858502626419
57,0.0112976795062423,0.0376777015626431,0.0096540367230773,0.0115704610943794
58,0.0113811381161213,0.0397152230143547,0.00923643074929714,0.0126705346629024
59,0.0108122490346432,0.0394912995398045,0.00838808808475733,0.0127682406455278
60,0.0100974654778838,0.0390950627624989,0.00923867709934711,0.0120543111115694
61,0.0102142440155149,0.0344248935580254,0.00903891306370497,0.0118793975561857
62,0.0113817751407623,0.0369749739766121,0.00932577438652515,0.0120448730885983
63,0.0101561648771167,0.0314899682998657,0.00973423384130001,0.011315293610096
