"epoch","loss_rnn","loss_lstm","loss_cnn","loss_trans"
1,0.321061372756958,0.383468866348267,0.307650119066238,0.65250164270401
2,0.128334388136864,0.190522626042366,0.0322275757789612,0.178788736462593
3,0.0731010660529137,0.135371014475822,0.0184579342603683,0.117498271167278
4,0.0455458126962185,0.0804638341069221,0.0151689238846302,0.0757146626710892
5,0.0315250605344772,0.0667033642530441,0.0130428094416857,0.0647586286067963
6,0.0229296926409006,0.0489591397345066,0.0119674960151315,0.0539213232696056
7,0.0201230365782976,0.0530055649578571,0.0107709979638457,0.0431406833231449
8,0.0180972721427679,0.042951475828886,0.0108068631961942,0.036001481115818
9,0.0172065943479538,0.0396672412753105,0.00939181540161371,0.0339230895042419
10,0.0161728002130985,0.0432228296995163,0.00982924923300743,0.0287299547344446
11,0.0153921991586685,0.0402774997055531,0.0101343160495162,0.0266270469874144
12,0.015062945894897,0.0515207350254059,0.00965509377419949,0.0240758620202541
13,0.0136668458580971,0.0322761423885822,0.0094101270660758,0.0246402453631163
14,0.0133210755884647,0.0424289889633656,0.00887052342295647,0.0204086136072874
15,0.0124816447496414,0.0359882861375809,0.00844885781407356,0.0201495606452227
16,0.0124506754800677,0.0444341115653515,0.00901737809181213,0.017980232834816
17,0.0133987804874778,0.0533057898283005,0.00823674630373716,0.0191282778978348
18,0.0125877149403095,0.0402372442185879,0.00890120770782232,0.0168014653027058
19,0.0115696638822556,0.0456040911376476,0.00856832601130009,0.0159738920629025
20,0.0137253124266863,0.0397630855441093,0.00854430440813303,0.0150898955762386
21,0.0111925462260842,0.0413222014904022,0.00817378703504801,0.0152600472792983
22,0.0111011639237404,0.0359551422297955,0.00827115960419178,0.0147274285554886
23,0.0117592047899961,0.0406460240483284,0.00843636505305767,0.0137285133823752
24,0.0115053206682205,0.0366874150931835,0.00815876387059689,0.0140174776315689
25,0.00992473307996988,0.0350503213703632,0.00794259831309319,0.0136508401483297
26,0.0108261993154883,0.0382396727800369,0.00938558764755726,0.0139483716338873
27,0.0111067509278655,0.0353504307568073,0.00811029598116875,0.0128021752461791
28,0.010413964278996,0.0393933244049549,0.00818137638270855,0.0131170833483338
