"Age","Year","log_mx"
81,1970,-2.4235556036883
82,1970,-2.29739606483199
83,1970,-2.19144307978859
84,1970,-2.08993782938801
85,1970,-2.0181511034162
86,1970,-1.90602183350489
87,1970,-1.8219330616463
88,1970,-1.74553724061986
89,1970,-1.66284515039892
90,1970,-1.57672390618034
91,1970,-1.52257589847356
92,1970,-1.40598925996732
93,1970,-1.32969096178628
94,1970,-1.24798168061068
95,1970,-1.17280037920748
96,1970,-1.09943542123506
97,1970,-1.02851854822356
98,1970,-0.960162008503905
99,1970,-0.894453460196477
100,1970,-0.831475510691936
0,1971,-3.92851823049984
1,1971,-6.57927286610739
2,1971,-7.03518054259396
3,1971,-7.23643541281572
4,1971,-7.39854372961962
5,1971,-7.50547404291715
6,1971,-7.61027309986503
7,1971,-7.71627870426485
8,1971,-7.824022006498
9,1971,-7.86997263455556
10,1971,-7.93311152402866
11,1971,-7.93616261184527
12,1971,-7.87739945566148
13,1971,-7.77444946973271
14,1971,-7.61654843779092
15,1971,-7.44281786034569
16,1971,-7.18036018275559
17,1971,-7.00171836497179
18,1971,-6.86286697657195
19,1971,-6.78700862287413
20,1971,-6.76352184654579
21,1971,-6.75263534790689
22,1971,-6.79926035653686
23,1971,-6.83765995911029
24,1971,-6.85303713176878
25,1971,-6.85645533934122
26,1971,-6.85807834178475
27,1971,-6.8519907239554
28,1971,-6.84132892869138
29,1971,-6.81264032839427
30,1971,-6.7786687097019
31,1971,-6.75942300448635
32,1971,-6.70317660096103
33,1971,-6.66314829128139
34,1971,-6.585643244114
35,1971,-6.52967144178706
36,1971,-6.46589808576057
37,1971,-6.38074227645926
38,1971,-6.29955785878898
39,1971,-6.21158996706696
40,1971,-6.14226340055994
41,1971,-6.05439030863678
42,1971,-5.92768988471808
43,1971,-5.84457230064458
44,1971,-5.76655307341646
45,1971,-5.67253117996248
46,1971,-5.56651121304588
47,1971,-5.4653270359776
48,1971,-5.36923894601542
49,1971,-5.26554919586323
50,1971,-5.17256178894678
51,1971,-5.0999155426348
52,1971,-4.97919460288431
53,1971,-4.90065058663863
54,1971,-4.79351212529474
55,1971,-4.7323346785184
56,1971,-4.62156571745377
57,1971,-4.52980370771254
58,1971,-4.43106174243498
59,1971,-4.34539225844963
60,1971,-4.25569883180461
61,1971,-4.19595085031211
62,1971,-4.06651972796027
63,1971,-3.98786806853646
64,1971,-3.90580792341962
65,1971,-3.79778168307574
66,1971,-3.76459317480823
67,1971,-3.66255384601006
68,1971,-3.5695697969028
69,1971,-3.47892299424739
70,1971,-3.39416294676598
71,1971,-3.34964348476697
72,1971,-3.20678054834496
73,1971,-3.11998178322752
74,1971,-3.03120453428198
75,1971,-2.93697520811749
76,1971,-2.84206367214184
77,1971,-2.76255300016883
78,1971,-2.64897470015847
79,1971,-2.55993519567604
80,1971,-2.49095827534984
81,1971,-2.42962001021591
82,1971,-2.30421761179781
83,1971,-2.19848662905162
84,1971,-2.09698980801807
85,1971,-2.02462608522066
86,1971,-1.91296135763096
87,1971,-1.82861613283859
88,1971,-1.75168447535143
89,1971,-1.66863529335614
90,1971,-1.5821961796052
91,1971,-1.52680222676206
92,1971,-1.41102128476077
93,1971,-1.33428214357242
94,1971,-1.25259037332639
95,1971,-1.17723361777066
96,1971,-1.10361943073225
97,1971,-1.03244968373633
98,1971,-0.963838116356779
99,1971,-0.897874478143674
100,1971,-0.834643249564628
0,1972,-3.90958806085279
1,1972,-6.56127876791402
2,1972,-7.01855757385801
3,1972,-7.22016443515071
4,1972,-7.3826190806337
5,1972,-7.48955689612369
6,1972,-7.59408821292847
7,1972,-7.7003541078191
8,1972,-7.80868278805129
9,1972,-7.85603609375657
10,1972,-7.92021917897105
11,1972,-7.92318185243892
12,1972,-7.86578110519424
13,1972,-7.76344550163944
14,1972,-7.60783668436125
15,1972,-7.43558282913975
16,1972,-7.17464594155512
17,1972,-6.99582877778417
18,1972,-6.85798624677635
19,1972,-6.78228247246399
20,1972,-6.75779014472606
21,1972,-6.7461832610026
22,1972,-6.79271594734844
23,1972,-6.83123568698058
24,1972,-6.84666232020611
25,1972,-6.85015951221191
26,1972,-6.85209633081882
27,1972,-6.84582557331012
28,1972,-6.83538270838873
29,1972,-6.80688953431013
30,1972,-6.77273903989153
31,1972,-6.75395053729597
32,1972,-6.6977325486742
33,1972,-6.65765787360162
34,1972,-6.57945126530363
35,1972,-6.52403109041362
36,1972,-6.46000929183901
37,1972,-6.37452644883354
38,1972,-6.29306905123122
39,1972,-6.20489218640079
40,1972,-6.13601355825938
41,1972,-6.04806925503564
42,1972,-5.92034573156667
43,1972,-5.83738872302268
44,1972,-5.75943394953955
45,1972,-5.66517348836924
46,1972,-5.5592230391053
47,1972,-5.45785761763331
48,1972,-5.36188931260482
49,1972,-5.25830411923554
50,1972,-5.16523607814962
51,1972,-5.09319946615472
52,1972,-4.9718627728189
53,1972,-4.89352246487727
54,1972,-4.78655873468394
55,1972,-4.72583326544013
56,1972,-4.6150912315783
57,1972,-4.52340783556428
58,1972,-4.42435024133899
59,1972,-4.33892905870993
60,1972,-4.2492975659393
61,1972,-4.19038755762603
62,1972,-4.06010604540489
63,1972,-3.9815642302186
64,1972,-3.89966017206663
65,1972,-3.79155174379247
66,1972,-3.75944872975849
67,1972,-3.65718835115665
68,1972,-3.56396968570323
69,1972,-3.47342052029856
70,1972,-3.38875493113408
71,1972,-3.34500795178659
72,1972,-3.20130198821927
73,1972,-3.11448386300815
74,1972,-3.02585130405196
75,1972,-2.93153179923855
76,1972,-2.83662116339453
77,1972,-2.75731295564599
78,1972,-2.64344937889273
79,1972,-2.55474919185276
80,1972,-2.48661091190329
81,1972,-2.42573138434399
82,1972,-2.29984349144538
83,1972,-2.19397015612559
84,1972,-2.09246793000342
85,1972,-2.02047418978779
86,1972,-1.90851158782536
87,1972,-1.82433080608421
88,1972,-1.74774273828135
89,1972,-1.66492253109275
90,1972,-1.57868724201646
91,1972,-1.52409221557612
92,1972,-1.40779464391622
93,1972,-1.33133818059847
94,1972,-1.24963518197362
95,1972,-1.17439093133552
96,1972,-1.10093655525135
97,1972,-1.02992895640854
98,1972,-0.961480918164412
99,1972,-0.895680849000046
100,1972,-0.832612028326448
0,1973,-3.95913449070603
1,1973,-6.60837519338364
2,1973,-7.06206530621245
3,1973,-7.26275089203693
4,1973,-7.42429908237849
5,1973,-7.53121726218323
6,1973,-7.6364493422916
7,1973,-7.74203397204912
8,1973,-7.84883052708076
9,1973,-7.89251256776437
10,1973,-7.95396265205924
11,1973,-7.95715673472258
12,1973,-7.89619011880414
13,1973,-7.79224647613707
14,1973,-7.63063818525901
15,1973,-7.45451926620367
16,1973,-7.1896019750235
17,1973,-7.01124374890681
18,1973,-6.87076070896866
19,1973,-6.79465234997368
20,1973,-6.77279187833151
21,1973,-6.76307047739688
22,1973,-6.80984480128005
23,1973,-6.84805010303535
24,1973,-6.86334728182064
25,1973,-6.86663774579599
26,1973,-6.86775320512215
27,1973,-6.86196178390284
28,1973,-6.8509459068497
29,1973,-6.8219412386003
30,1973,-6.78825892031468
31,1973,-6.7682737693022
32,1973,-6.71198140960761
33,1973,-6.67202808789485
34,1973,-6.59565769395699
35,1973,-6.53879373009842
36,1973,-6.47542218672556
37,1973,-6.39079529761721
38,1973,-6.31005237755558
39,1973,-6.22242246352647
40,1973,-6.15237143454427
41,1973,-6.06461351452653
42,1973,-5.93956777636247
43,1973,-5.85619048927066
44,1973,-5.77806701930913
45,1973,-5.68443096768417
46,1973,-5.57829856804337
47,1973,-5.4774075223061
48,1973,-5.38112570102684
49,1973,-5.27726684844545
50,1973,-5.18440985328761
51,1973,-5.11077762939432
52,1973,-4.99105256407829
53,1973,-4.912179085046
54,1973,-4.80475802642634
55,1973,-4.74284958452419
56,1973,-4.63203707338773
57,1973,-4.54014791960221
58,1973,-4.44191642930572
59,1973,-4.35584536102
60,1973,-4.26605176709442
61,1973,-4.20494850958593
62,1973,-4.07689274508883
63,1973,-3.99806343169673
64,1973,-3.91575084303498
65,1973,-3.80785752738783
66,1973,-3.77291342080685
67,1973,-3.67123160165779
68,1973,-3.57862700372485
69,1973,-3.48782228978124
70,1973,-3.40290947238475
71,1973,-3.35714065391906
72,1973,-3.21564116742501
73,1973,-3.12887371389521
74,1973,-3.0398624540324
75,1973,-2.94577897616361
76,1973,-2.85086598438144
77,1973,-2.77102786170437
78,1973,-2.65791094725761
79,1973,-2.56832265576986
80,1973,-2.49798938035163
81,1973,-2.43590918689838
82,1973,-2.31129199144575
83,1973,-2.20579123925298
84,1973,-2.10430316001112
85,1973,-2.03134105467373
86,1973,-1.92015808712499
87,1973,-1.83554690426996
88,1973,-1.75805955016863
89,1973,-1.67464004120886
90,1973,-1.58787127646208
91,1973,-1.53118519897928
92,1973,-1.4162398156842
93,1973,-1.33904349215662
94,1973,-1.25736988186237
95,1973,-1.18183116915056
96,1973,-1.10795851566152
97,1973,-1.03652652220188
98,1973,-0.967650474859664
99,1973,-0.901422292131049
100,1973,-0.837928396984007
0,1974,-3.98179494833292
1,1974,-6.62991512182841
2,1974,-7.08196391703831
3,1974,-7.28222815012814
4,1974,-7.44336176593056
5,1974,-7.55027096519694
6,1974,-7.65582354503041
7,1974,-7.7610965927077
8,1974,-7.86719241797356
9,1974,-7.90919537611365
10,1974,-7.96939550048776
11,1974,-7.97269542000521
12,1974,-7.91009792540946
13,1974,-7.80541883313938
14,1974,-7.64106663482548
15,1974,-7.46317999778338
16,1974,-7.19644223705006
17,1974,-7.01829390975551
18,1974,-6.87660321185076
19,1974,-6.80030981280174
20,1974,-6.77965304168281
21,1974,-6.77079398144495
22,1974,-6.81767882019654
23,1974,-6.85574031126345
24,1974,-6.87097828302078
25,1974,-6.87417419827105
26,1974,-6.87491400233339
27,1974,-6.86934180941584
28,1974,-6.85806386066208
29,1974,-6.82882525644558
30,1974,-6.79535706227455
31,1974,-6.77482461449769
32,1974,-6.71849824059563
33,1974,-6.67860042081662
34,1974,-6.60306983426398
35,1974,-6.54554554192481
36,1974,-6.48247139799102
37,1974,-6.39823598627213
38,1974,-6.31781983825209
39,1974,-6.2304400765648
40,1974,-6.1598528406419
41,1974,-6.07218016448037
42,1974,-5.94835913293222
43,1974,-5.86478962807108
44,1974,-5.78658900342026
45,1974,-5.69323853051583
46,1974,-5.58702291440883
47,1974,-5.4863488282238
48,1974,-5.38992361776924
49,1974,-5.28593960494929
50,1974,-5.19317913334167
51,1974,-5.11881714353146
52,1974,-4.9998291692341
53,1974,-4.92071184012132
54,1974,-4.81308161867284
55,1974,-4.75063213472432
56,1974,-4.63978739024026
57,1974,-4.5478041314854
58,1974,-4.44995046645563
59,1974,-4.36358216774526
60,1974,-4.27371443555455
61,1974,-4.21160807791148
62,1974,-4.08457027701212
63,1974,-4.00560947400655
64,1974,-3.92311004063503
65,1974,-3.81531510847551
66,1974,-3.77907160539985
67,1974,-3.67765439506324
68,1974,-3.58533064584269
69,1974,-3.49440905472235
70,1974,-3.40938316550834
71,1974,-3.36268964268347
72,1974,-3.22219930620027
73,1974,-3.13545502777088
74,1974,-3.04627056600689
75,1974,-2.95229503695689
76,1974,-2.85738096766748
77,1974,-2.77730048414181
78,1974,-2.66452506169778
79,1974,-2.57453058850799
80,1974,-2.50319341428296
81,1974,-2.44056408663993
82,1974,-2.31652805486986
83,1974,-2.21119770656265
84,1974,-2.10971609751012
85,1974,-2.03631110260684
86,1974,-1.92548470711886
87,1974,-1.84067667685762
88,1974,-1.76277802694503
89,1974,-1.67908442250692
90,1974,-1.59207166837761
91,1974,-1.53442923190621
92,1974,-1.42010228281992
93,1974,-1.34256757828317
94,1974,-1.26090740897794
95,1974,-1.18523402167175
96,1974,-1.11117006565218
97,1974,-1.03954397190599
98,1974,-0.970472171165203
99,1974,-0.904048187259573
100,1974,-0.840359880888103
0,1975,-4.01589948200849
1,1975,-6.66233323213796
2,1975,-7.11191180486039
3,1975,-7.31154189195174
4,1975,-7.47205156310289
5,1975,-7.57894724644309
6,1975,-7.68498218607033
7,1975,-7.78978629522382
8,1975,-7.89482750534079
9,1975,-7.93430340387367
10,1975,-7.99262230850753
11,1975,-7.99608151503564
12,1975,-7.93102950881055
13,1975,-7.82524354720158
14,1975,-7.65676170221024
15,1975,-7.47621460708731
16,1975,-7.20673699589718
17,1975,-7.0289045713777
18,1975,-6.885396319191
19,1975,-6.80882443041074
20,1975,-6.7899792575263
21,1975,-6.78241804077499
22,1975,-6.82946920706124
23,1975,-6.86731425958371
24,1975,-6.88246312334013
25,1975,-6.88551674048543
26,1975,-6.88569117434182
27,1975,-6.88044892529049
28,1975,-6.8687765523249
29,1975,-6.83918586885215
30,1975,-6.80603993662291
31,1975,-6.78468379405404
32,1975,-6.72830622795176
33,1975,-6.68849193991779
34,1975,-6.61422528367589
35,1975,-6.5557071810936
36,1975,-6.49308063046758
37,1975,-6.40943440163422
38,1975,-6.3295100533951
39,1975,-6.24250677699802
40,1975,-6.17111253673446
41,1975,-6.0835681546265
42,1975,-5.96159033598748
43,1975,-5.87773153876099
44,1975,-5.79941479444734
45,1975,-5.70649412438502
46,1975,-5.60015326549516
47,1975,-5.49980570865377
48,1975,-5.4031646940421
49,1975,-5.29899231205322
