"year","age","pred","actual"
1951,0,-2.29886623725376,-2.57177258280966
1951,1,-4.11917671805133,-4.28381158717693
1951,2,-5.13713206605057,-4.96757580463581
1951,3,-5.67750204628698,-5.45848611870086
1951,4,-5.96958094228473,-5.84996498483428
1951,5,-6.18375507239378,-6.12843040218114
1951,6,-6.36907957897834,-6.19480547112601
1951,7,-6.51900391783532,-6.37126190846757
1951,8,-6.62843684010044,-6.5929445391421
1951,9,-6.74770619920603,-6.5929445391421
1951,10,-6.79472435651432,-6.66873837851164
1951,11,-6.83383651951991,-6.75075153017247
1951,12,-6.8288446653846,-6.80339526365789
1951,13,-6.81962509623785,-6.76799333660698
1951,14,-6.78764683143822,-6.6076506865318
1951,15,-6.74427795767257,-6.55709840736897
1951,16,-6.65798876762909,-6.4956456281553
1951,17,-6.57000069644489,-6.32553965912947
1951,18,-6.41622477812473,-6.20465776756902
1951,19,-6.32895364368294,-6.12843040218114
1951,20,-6.25621706654029,-5.92567680656998
1951,21,-6.19921843769611,-5.99547256850552
1951,22,-6.15635368536445,-5.91080664409053
1951,23,-6.12003684738892,-5.92193848445937
1951,24,-6.05631093513907,-5.87813586180098
1951,25,-6.02742483091691,-5.78607771738303
1951,26,-5.9695402808047,-5.86395122680902
1951,27,-5.95898562601434,-5.73837391942582
1951,28,-5.95151773724357,-5.75718325138332
1951,29,-5.94945762302074,-5.83275285595316
1951,30,-5.91367585775504,-5.64929428937213
1951,31,-5.91827984317869,-5.83275285595316
1951,32,-5.88385521381194,-5.62128125314446
1951,33,-5.85941523676343,-5.76353247906197
1951,34,-5.83942010568108,-5.72910028264049
1951,35,-5.79081695983534,-5.60756361691566
1951,36,-5.73025522551068,-5.63518968319059
1951,37,-5.66513589896013,-5.6048425268013
1951,38,-5.59951204638376,-5.51896403766366
1951,39,-5.60271594174134,-5.63239247856953
1951,40,-5.55314743976277,-5.33290881131766
1951,41,-5.56044883899094,-5.57012608984353
1951,42,-5.50184964482343,-5.23628197562858
1951,43,-5.45986703756929,-5.3538300764783
1951,44,-5.39138932900984,-5.26681869948867
1951,45,-5.30070391145311,-5.11599580975408
1951,46,-5.18696768293423,-5.14645501723879
1951,47,-5.13172176280362,-5.09456052903402
1951,48,-5.08141477956711,-4.88886023717034
1951,49,-5.01624570507811,-4.98204783724434
1951,50,-4.94853343792252,-4.71386960291143
1951,51,-4.95977440691031,-4.85107072442492
1951,52,-4.77887468949429,-4.54784511936882
1951,53,-4.73015574609204,-4.61926911036759
1951,54,-4.63381378057907,-4.45675018086982
1951,55,-4.61122803108026,-4.39167301172569
