"year","age","pred","actual"
1951,0,-2.58037452273449,-2.69547954392836
1951,1,-4.62102235408102,-4.50623023813319
1951,2,-5.59258053399343,-5.6578535427678
1951,3,-6.08417112411011,-6.18020667170486
1951,4,-6.39881054725274,-6.46950034805098
1951,5,-6.59586371365798,-6.74224084050456
1951,6,-6.75908759935579,-6.91780561483564
1951,7,-6.88620688911355,-7.02428909523809
1951,8,-7.02948059739762,-7.15621663828064
1951,9,-7.10298871870296,-7.25024558792891
1951,10,-7.12506871235412,-7.26443022292087
1951,11,-7.08604357497823,-7.25024558792891
1951,12,-7.10153039353035,-7.22246602382184
1951,13,-7.04204659657887,-7.11847631029779
1951,14,-6.94531922587956,-7.13089883029635
1951,15,-6.87233793044894,-6.98032597181697
1951,16,-6.74802397805153,-6.82157758274108
1951,17,-6.64148035852264,-6.76799333660698
1951,18,-6.55911792157285,-6.68461172766793
1951,19,-6.51413260615923,-6.63012354238386
1951,20,-6.46965313252456,-6.60027057923418
1951,21,-6.41980798390993,-6.50897915902477
1951,22,-6.34916245458387,-6.48248754357779
1951,23,-6.3151445949495,-6.41917526416347
1951,24,-6.32939154527311,-6.37712702791997
1951,25,-6.27849538529194,-6.38302675004716
1951,26,-6.26744607764241,-6.3367757323964
1951,27,-6.22764522356046,-6.28717879125703
1951,28,-6.21419539094127,-6.26590139280974
1951,29,-6.18583086905675,-6.31996861408002
1951,30,-6.18365686114744,-6.23992590640648
1951,31,-6.19365376775521,-6.19971948592844
1951,32,-6.17681771353501,-6.1516332992608
1951,33,-6.13991766750081,-6.17538738526891
1951,34,-6.10328888606894,-6.11476276345248
1951,35,-6.06747188341502,-6.08797544748883
1951,36,-6.03624324090848,-6.0116672544255
1951,37,-5.94806973807172,-5.9716619198118
1951,38,-5.89501235519324,-5.92193848445937
1951,39,-5.83618323423644,-5.84304454198971
1951,40,-5.76684511135443,-5.80914299031403
1951,41,-5.69410200625599,-5.68987956948721
1951,42,-5.60370154888416,-5.61302811138774
1951,43,-5.53725137955414,-5.52647345968579
1951,44,-5.45226474940852,-5.46319200973827
1951,45,-5.37715600018836,-5.37736057388849
1951,46,-5.34669744620327,-5.29631936388536
1951,47,-5.29614898296137,-5.18677599181513
1951,48,-5.2080120633247,-5.09130319716371
1951,49,-5.09400974422981,-5.04057917046933
1951,50,-5.06763488983708,-4.95899206094442
1951,51,-4.97693057129361,-4.89285225843987
1951,52,-4.88945452907727,-4.79996926429316
1951,53,-4.81651134548947,-4.73414056728505
1951,54,-4.73448589609431,-4.6575166663603
1951,55,-4.65398861173688,-4.62129956791798
1951,56,-4.58184244162785,-4.4927347566583
1951,57,-4.47057899867606,-4.40141334847407
1951,58,-4.41056788946353,-4.31250057202527
1951,59,-4.31541571562257,-4.23429652264955
1951,60,-4.24700353333758,-4.17794358609841
1951,61,-4.16266212939517,-4.08697180789269
1951,62,-4.0331330038438,-3.98244546972469
1951,63,-3.95168400041407,-3.90952612522956
1951,64,-3.86614170863298,-3.79069072026062
1951,65,-3.74855892608365,-3.69610549920568
1951,66,-3.66846450857159,-3.61265942820253
1951,67,-3.56108569423735,-3.47280080052185
1951,68,-3.44583645431222,-3.39830157855013
1951,69,-3.35934001152721,-3.23170780368358
1951,70,-3.23528884671332,-3.18737715780883
1951,71,-3.12925968494973,-3.04471245577571
1951,72,-3.03336653628312,-2.91267871841871
1951,73,-2.90657382020134,-2.82379780964652
1951,74,-2.82133600626027,-2.70201842887049
1951,75,-2.7379107457046,-2.55876849838646
1951,76,-2.62575381107211,-2.50776594393408
1951,77,-2.52866220649845,-2.39426188156595
1951,78,-2.44816332401452,-2.24894954382814
1951,79,-2.33396926448158,-2.16884122294445
1951,80,-2.22506486469423,-2.08336924501782
1951,81,-2.15910948922519,-1.93627670008707
1951,82,-2.04799133681732,-1.88177170793908
1951,83,-1.97107253562715,-1.75631510829486
1951,84,-1.84690922402326,-1.67009065964605
1951,85,-1.77178088038253,-1.56456015365602
1951,86,-1.68502901529266,-1.47425163987903
1951,87,-1.59817709358717,-1.38485539692564
1951,88,-1.49802236690043,-1.32268126805882
1951,89,-1.44378195350981,-1.24705429402839
1951,90,-1.3379570740031,-1.18466049329356
1951,91,-1.30325132513637,-1.07742826300098
1951,92,-1.19970884820589,-1.00911899418535
1951,93,-1.14945235572706,-0.940352918224914
1951,94,-1.05238743291757,-0.866287018639061
1951,95,-0.989248373243088,-0.811030221216662
1951,96,-0.985589914267091,-0.751687725573881
1951,97,-0.941932433523212,-0.695610211331431
1951,98,-0.914218696542766,-0.6427392780161
1951,99,-0.816967557254209,-0.593030389225173
1951,100,-0.972629525259287,-0.546383719166704
1952,0,-2.57900847199629,-2.71946510391751
1952,1,-4.66240035056662,-4.59918811431054
1952,2,-5.67302160598834,-5.68104298768671
1952,3,-6.13378308522335,-6.22465843427569
1952,4,-6.43744699247046,-6.48904494412395
1952,5,-6.64417271528785,-6.74224084050456
1952,6,-6.80698956511464,-6.94857727350239
1952,7,-6.93045748324,-7.11847631029779
1952,8,-7.07347410160894,-7.19543735143392
1952,9,-7.1352501678307,-7.27881896037297
1952,10,-7.16273085627727,-7.3232707229438
1952,11,-7.13860136961624,-7.3697907385787
1952,12,-7.12014189680766,-7.29341775979412
1952,13,-7.06716136296868,-7.22246602382184
1952,14,-7.00473214939498,-7.19543735143392
1952,15,-6.90685468348617,-7.13089883029635
1952,16,-6.78685928579278,-6.92795798629966
1952,17,-6.69675218885924,-6.89780494812897
1952,18,-6.61867328679801,-6.84009663050832
1952,19,-6.59810081282214,-6.77672701657573
1952,20,-6.54573951825981,-6.70890442023697
1952,21,-6.48736357039123,-6.66089520105061
1952,22,-6.43003543763619,-6.5929445391421
1952,23,-6.38914883030728,-6.6076506865318
1952,24,-6.37954172759784,-6.54311216539423
1952,25,-6.34821997685177,-6.57845153183954
1952,26,-6.32943976700313,-6.4956456281553
1952,27,-6.27116860064591,-6.50229017087397
1952,28,-6.28685928455235,-6.4377516497364
1952,29,-6.26569967279734,-6.41305903714603
1952,30,-6.23787059277389,-6.38896148556697
1952,31,-6.21809745998278,-6.30343931212881
1952,32,-6.18250732180802,-6.30891877789343
1952,33,-6.18989136107299,-6.27117844991059
